RATING,REASON,SIDE EFFECTS FOR ZITHROMAX,COMMENTS,SEX,AGE,DURATION/DOSAGE,DATE ADDED
1,Tracheitis,"Head spinning,disoriented,ringing in ears, stuffy ears,dry mouth,anxious,nervous","Was prescribed 5day. Took the 1st 2 pills and a few hours later had these side effects that were so scary went to ER. They said I was dehydrated.I asked if it cud be reaction to Zithromax, they felt it wasnt. Told me to continue. Gave me fluids,sent me home. Next day called my Dr.told her about my episode they told me to keep taking. Against my judgement I took the next pill, back in the ER 5hrs later. Ringing in my ears for a week now. ER finally told me to stop taking it. Can anyone respond to this if you had ringing in ears, did it finally stop? I will never let anyone in my family take this drug. Stick with the good ole standbys if possible.",F,47,2 days,10/6/2008Email
1,bronchitis,"I took the 3 dose pak and 1 day after the final dose noticed a rash on my face, chest and arms. Today is the 3rd day after the final dose and the rash and itching are now more intense.",,F,44,3 days,10/06/2008
1,URI / bronchitis,"evening of 2nd dose, sharp, stabbing, unrelenting pain in one ear, all sounds coming into that ear sound ""mechanical"", throat fullness","doctor called back, switched me immediately to another antibiotic; i still have severe ringing in my ear, i will follow up with the doc if it persists over the weekend",F,32,2 days,10/3/2008Email
1,Bronchitis,"To the people on this website that are being critical of the people that have posted their extreme experiences...count your blessings it could have been you. My son is currently experiencing a psychotic episode because he took two tablets (first dose) of this medicine. He is paranoid, having hallucinations, severe stomach pain, anxiety, nightmares, confusion and more. He isn't able to work or go to school, can't eat or sleep and it has been a week since he took the medicine. The claim is that less than 1% of the people that take this medicine have an extreme reaction. Based on the posts on this website alone I would say that was underestimating the number of people negatively impacted by this drug.",,M,20,1 days,9/25/2008
1,soar throat,i was on my second day of Zithromax and it all started with Sharp chest pains. i was rushed to the hospital and was told to stop taking it. While in the hospital i broke out in hives. /the next morning while at home i started throwing up and also had severe diarrhea. The next day almost my entire body was cover in hives. They are almost gone now(day 7). last night i woke up in a sweat and fast heart rate I'm weak and have also experienced blurry vision. This drug has just about killed me!!!!! i hope this all stops soon or i obviously have to contact my Dr.,Do not TAKE!!!!!!!!!!!!!!!,F,38,2 days,09/08/2008
5,Strep Throat,None,This drug was fast and efficient.,F,40,5 days,09/05/2008
1,possible infected insect bite,"Hot, scratchy, tiny pimple like all consuming itchy rash on upper arms, upper legs, neck base of scalp and all over trunk.","Rash began after 4th day of 5 day dose(generic) - contacted DR but he said nothing about an allergic rxn to the antibiotic so I finished it off. That was 6 weeks ago. Am on prednisone 20mg, Zantac 300mg & Zyrtec 20mg to cut the reaction, not helping yet. How long have folks had the allergic rash continue? Allergists says ""a long time"" yet won't define long.",F,49,5 days,9/2/2008Email
1,Pneumonia,broke out in hives itching all over for 3 weeks straight will not go away. Comes up after I eat certain foods I never had this problem before. Now I have to take claritan,,M,34,3 days,8/28/2008
4,sinus Infection,"Burning,swollen,painfull lips.","satisfied with the way it cleared my infection quite rapidly,noticed improvement within 2 days",F,39,5 days,8/24/2008
4,Bronchitis,"racing heart, insomnia, thirst, frequent urination","yesterday i finished a Z-pack (azithromycin) 3-day treatment. my heart started racing about 24 hours after finishing the treatment. 12 hours more, and it's 4am and i'm searching the web to see if others have experienced similar symptoms. thanks to others who shared their experiences so i know i'm not alone.",F,34,3 days,08/07/2008
1,Pneumonia/Bronchitis,"Awful drug. Within 10 minutes of first dose vomiting and diarrhea, stomach cramps. Side effects continued and included nightmares, hallucinations, incredible abdominal pain. I took only one dose (two pills, as prescribed) and ended up in the E.R. 48 hours later. Difficulty breathing, low blood pressure, continued vomiting, diarrhea, confusion, constant moving, dehydrated (couldn't hold down water). In all, with only one dose, I was down for nearly seven days. Ten days later, I still have little to no appetite. If you have had this type of reaction to Zithromax, avoid Biaxin and other drugs in the same family. BE CAREFUL!!",,F,47,1 days,08/03/2008
1,Strep & Walking Pneumonia,"HIVES! CHRONIC! SINCE SEPTEMBER 2006! I believe a follow-up posting to my Sept '06 posting was needed. My daughter was 9 then & is now 12 and we combat chronic hives on a daily basis brought on by the Zpak. Now she is on daily medication, sometimes must be given twice daily when the hives are severe. There are other alternatives. She has had strep since & plain old amoxicylin (sp?) clears it up fine with no side effects. The Zpak side effects are NOT WORTH IT just to take medicine for a shorter period of time.",BEWARE! Sometimes the side effects don't make an appearance until a WEEK AFTER you have STOPPED taking the Zpak. The doctor will try to tell you it is not the medication - don't believe them. We learned the hard way & my daughter's life is forever changed.,F,12,4 days,7/27/2008Email
4,Pnumonia / Bronchitis,No side effects what so ever!,"It had no side effects, and was very easy to swollow, however didn't completely kill the bacteria in lungs. Definently made an improvement, but didn't kill it. Doctor may recommend Biaxin, read my article on that too. =)",M,15,5 days,7/23/2008Email
4,Sinus and Chest congestion,"Fatigue, nervousness, thought changes, altered mental state, sleeplessness, depression, stomach pain.","This drug works extremely well on the bug but can put the host through the wringer. 1 % experienced severe reaction in trials including anaphylaxis and a few deaths have been related to its use.The only thing I can think of that may predispose a person to this sensitivity is a previous reaction to penicillin, allergy to mold or mold products (ie. penicillin). I take allergy shots for mold and tried penicillin last year for the first time, was weak and shaky, dizzy for 2 days and finally vomited on the 3rd day, had to stop taking it. I had a definite and significant change in mood 24 hours after starting the regimen that I can only attribute to this drug. Had a very difficult time concentrating for work and even reading, very common words did not seem familiar, had to really concentrate. Physical symptoms included joint pain from very old hockey injuries (13 years old, knee, patella and I am now 45). I last had pain from these when I was in my very early 20's. It was arduous to contin",M,45,5 days,07/11/2008
2,Flu-like illness,"Yeast infection, and fine rash all over my chest started on day 4. The rash, which itches slightly and is pustular like little pimples, is still there almost 3 weeks later. First time taking the Z pack, and first time with these symptoms.",Not clear whether I benefited from the drug. I won't take it again because of the odd persistent rash.,F,27,5 days,07/11/2008
1,chlamydia,"i had horrible stomach cramps within 15 minutes of taking the 1G dose, and it lasted for almost an hour. felt better the day after.",i dont think it worked as I tested positive again,M,30,1 days,07/11/2008
3,strep throat,"abdominal pains, cant stand up straight, diarrea, severe nausea, feel heavy/tired, muscle fatigue...decreased cognitive functioning","it works on the strep, the first antiotic didnt help, but the side effects hurt...the cramping and the muscle aches from being hunched over.",F,26,1 days,6/19/2008
4,Pneumonia,"Overall was very pleased with the effectiveness of Zithromax, but after last dose (5th day) experienced side effects.","After 5th day (last dose) I broke out in hot, itchy welts on my thighs, and was tired and ached overall. Welts lasted about 3 days, and then began to feel more ""normal.""",F,45,5 days,6/17/2008
1,bronchitis,"after the last dose--anxiety, feelings of doom and gloom, severe stomach pain","Honestly, this drug has ruined my life. I battled anxiety for years and I finally came out of it--until I took azithromycin. Hadn't had a panic attack in years and then 1 day after taking this drug I'm a mess again. I had the worst stomach pain imaginable from the gas...it felt like someone was kicking me over and over in the solar plexis. I do not recommend this drug to anyone with a history of anxiety and depression--this drug could potentially ruin all of your hard work to get better. Horrible.",F,28,4 days,6/16/2008Email
3,Sinus Infection,"Nausea along with gas, Anxiety, Dizziness, feeling of my head being very heavy.","I had been suffering from anxiety since Feb. I was just gettin back to my normal self, no recent anxiety attacks until i started this medication. I work everyday and every morning is hell for me. I have so much gas in my lower abdomen. I feel nausea alot, so it makes me not want to eat while at work or not want to be there. I will not take this med again. It works but side effects arent worth it. I finished the 5day pill 6days ago and i am still getting the gas and nausea.Should this be happening this long. I need to talk to someone who is experiencing the same.",F,21,5 days,6/12/2008Email
1,strep throat,"at first it made me nauseous, the kind of nausea that feels like your stomach is trying to eat a hole in itself. It's bearable but NOT fun. And then it gave me gas and constipated...so bad that even now, two days after taking it, I'm STILL having the side effects, because it's still in my system.","was given the 5 day prescription, where you take two the first day, the one a day for the next four days. I stopped taking it after day 3. I would not reccomend this to anyone with even a remotely sensitive stomach. My infection is gone, but it just wasn't worth it.",F,35,3 days,06/09/2008
3,strep,"got rid of strep, got joint pain/swelling in lower body, going away but still there after two weeks. . . .",,M,30,5 days,06/07/2008
3,possible sinitus sore throat,tightness in muscles. ringing in ears. dry mouth. difficulty concentrating. spaced out,"The first two days were fine. I took the double dose, then a single, then one more this morning (day 3). My sore throat and other symptoms appear to be gone. Decided to go to work but forget about it. I now feel totally spaced out, alert but unable to focus very well. Ringing in the ears and some muscle pain. Cannot work. Just sitting here, waiting for this bad trip to end. Doctor told me to stop taking it, since my other symptoms seem *okay* so that's what I'm doing.",M,36,3 days,5/28/2008
1,sore throat,Complete loss of sense of smell (anosmia) after 2nd dose (5-day course).,"Discontinued drug after 2nd day, and sense of smell gradually recovered over a 7-day period.",M,65,2 days,5/28/2008
5,UTI,None.,"This worked fast and well for me. I have also taken Cipro in the past, which also worked.",F,46,1 weeks,5/24/2008
5,Sinus Infection/throat infection,"Abdominal pain and slight diarrhea. Feeling of being hungry--but, I have a stomach ulcer, so I think that is why I had the burning/hunger pains.",I have taken Zithromax in the 5 day course and also in the 3 day course for various infections. It always kicks the infection. Especially sinus infections...I was on Omnicef and Augmentin XR with no improvement. As soon as I was switched to the Zithromax...it all got better.,F,34,5 days,5/21/2008
2,Upper respiratory infection,"It helped my URI, but I had a panic attack and suffered extreme anxiety beggining on day 3 which is not typical for me. I also had bad nausea and stomach pains, was unable to eat much for about 10 days. Lost 10lbs..sleepy, agitated, nervous depressed, it was awful. I'll never take it again. My husband also took it for same reason at the same time and had no ill effects. I am ultra sensitive to meds and will never take this again.",,F,41,5 days,5/21/2008
1,Clymidia (STD),"Severe stomach cramps, nausea, intense headache, chills, light-headed, weak limbs - and these effects are still ongoing on day 2 of taking 2x500mg dosage.
Horrible stuff - I would never take it again and I've never had a reaction to an antibiotic before.",,M,50,1 days,5/21/2008
1,sinus infection,"horrible,awful pain in joints- it hurt just to move,also had extreme stomach pain and running to the bathroom ..as soon as i stopped taking this medication the pain in joints went away - took a few more days for my stomach to settle and it never got rid of sinus infection!!",i am hyper sensitive to prescription drugs anyway but this one was severe - had to take 600 mg of advil and hot baths just to get SOME of the joint pain to stop - will never take it again !,F,37,5 days,05/12/2008
3,Ear Infection,"anxiety, yeast infection","The first day I took the medicine I was at work and had to leave early because I was about to have a panic attack. I wasn't going to continue taking this medication, but decided that I would just take it during the week because I don't work during the week, I just have school. I have taken it for 5 days now. Unfortunately, the same thing happened when I went into work today...I got really anxious and started crying. I hate this medicine. The only thing good that came out of it was that it made my ear infection go away, or at least I hope it did.",F,21,5 days,05/10/2008
5,Walking pneumonia,A little diarrhea,I started feeling much better within the first 24 hours - It really knocked out the pneumonia.,F,19,5 days,05/08/2008
1,Strep throat,"Hearing loss, severe ringing in the ears","I'm scared to death after reading about all the others who have suffered this, especially those who have had it for months with no change. I called my doctor and he said he never, in 15 years, has had anyone with this side effect. I asked him to change to a different drug. I took, per instructions, 2 the first day, and am supposed to take one for each remaining 4 days.",F,49,3 days,4/27/2008
2,"cold, concern w/ bacteria infection","diarrhea, hearing difficulty, anxiety, fatigue, disorientation, loss of appetite","i rarely take over the counter or prescribed medications. past usage of antibiotics has been fine, and i always finish the course. i took it because i have a bad cold and am travelling and wanted to protect myself against possible bacterial infection. this was a bad decision for me. had a 5-day dosage prescription, am stopping today on the 4th day (its the weekend, i'm on my trip, i can't reach my doctor). wish i called the doctor earlier or stopped earlier. i kept thinking the symptoms were more cold-related (e.g. congested head=hearing issue).",F,54,4 days,4/26/2008
5,bronchitis,none,"This is very rare for me! I have been told by two doctors that I am hypersensitive to many drugs, meaning I'm one of the ""lucky"" ones to have lots of side effects. Plus I am allergic to several drugs and have gone in anaphylactic shock once - fortunately I was in the hospital when it happened.
Zithromax is about the only antibiotic left that I can take without any trouble (as well as any other erthromiacnyns - can't spell these too well).
I've been successful with this for the past several years when an antibiotic was needed. Hoping it will continue being okay.",F,53,10 days,04/09/2008
2,Sinusitis (Sinus Infection),"Stuffy ears, ringing in ears, partial deafness, some vertigo. Cursory online research indicates it is antibiotic ototoxicity and could last for a month.","Five, seven and ten day courses are likely not a problem. Apparently the trend now is to prescribe a 3 day course, which simple math will tell you can only be a much larger dose in order to leave the required residual amount in your system for long enough to do the job. Large intravenous doses cause ototoxicity (injury to ears). Apparently so do large oral doses. Duh. Whoever approved this treatment modality ought to be compelled to use it frequently...",M,45,3 days,4/9/2008Email
5,bronchitis,none,,F,63,5 days,04/08/2008
5,Upper Respiratory Infection,None,"I just finished the regimen of pills. My chest and throat cleared up for the most part within 48 hours of taking zithromax. There are still some lingering effects of the infection, but I feel way better. When my wife took the same pills a few months back, she had a similar experience (having the sniffles for another week, but feeling much better). No delusions, stomach pains, or anything else that's been discussed in the other posts in my case.",M,26,5 days,04/03/2008
3,Mild pneumonia & sinusitis,"Heart pounding, ears ringing, bad jaw pain. Lasted two hours where I thought I should call 911...then subsided. This is from the first (two pills) dose of Zithromax 250 mg.",Scary !!,F,71,1 days,04/02/2008
3,bronchitis,"fatigue, loss of appetite","Had to take 2 Z-packs back to back, the 2nd pack made my stomach hurt when taken, had no intestinal problems, feel like muy bronchitis was still around after the 2 doses",F,36,10 days,04/01/2008
1,,A few days after I finished taking this medicine I got the worst heartburn - it is constant - this has lasted for weeks. I've located others who have experienced this - the common thread is that we're all allergic to amoxyl.,,M,28,5 days,04/01/2008
4,Acne,"None. My facial skin was dry and itchy, but I believe that this was caused by a facial cream prescription (Benzaclin) to be used with Azithromycin.","I was on this medication for cystic acne (600mg), as a last step before Accutane. It worked fine for clearing up my skin, but after 4 months, acne returned. Rather than try another dose, I'm opting for Accutane.",F,26,4 months,3/31/2008
2,possible sinus infection,"nausea, vomiting, loss of appetite","One hour after I took Day 1 dose, I began vomiting and had severe nausea and diarrhea. I spoke with my doctor who said it was highly improbable that it was due to the z-pak and he suggested I take my next dose the following day. I continued to have much more nausea...could not function throughout the day. I did not take the dose for Days 4 and 5. People rave about this antibiotic, but I won't take this again.",F,43,3 days,3/30/2008
5,Bronchitis,"Headache, dizziness, flushing, nausea, exaustion.","While I agree with everyone's comments about how horrible these side effects are. My bronchitis was so scary and awful and it's now cleared up, so the drug worked, and I am alive and not suffering from an infection anymore. And yes, now I am in pain from the side effects and have been unable to make it through a work day this whole week (I stopped taking the pills 2 days ago). I'm glad I took the medication, but I would recommend that if you're on it, expect to be out of commission, stay home, rest, have treats, watch movies in bed, eat yogurt to get some good bacteria back in your body, drink water. Don't try to live you life like you're cured, because this medication makes you tired and if you push it you will get irritable and anxious.",F,29,3 days,3/28/2008
1,bronchitus,Severe I mean severe pains in stomach. It was like someone was stabbing him. My 12 year old son had brochitus and the dr gave him the z pac and the pharmacy gave him the generic brand. It was down hill from there. Nasau then in the middle of the night he has in so much pain from the pain in his stomach. I was ready to bring him to the ER it subsided after 5 hours. He is sleeping now. I will not give him another dose . He only had the first 2 pill dose. I am asking Dr to change medication. Beware!,,M,12,1 days,3/27/2008
2,Bronchial infection,"Felt ok with first dose,just slightly more chilled,20 minutes after second 2nd dose got a huge hive welt on my chin. Got the worst anxiety feeling of doom and gloom, foggy head , very, very cold feet, had to put my feet in a warm bath. Shaky and pail. Absolutely no appetite, felt like I had swallowed rat poisining and a magic mushroom on top of it. I was too scared to even leave the house to go to Emergency, I will never take it again. My fever disappeared is the only good thing.",Just wont take it again,F,43,2 days,3/21/2008
2,sinus infection,I have been extremely tired and I am currently on day 3 of a 5 day 250 mg z- pack. I feel my sinus infection is still lingering. Does it take awhile for the medicine to kick in? This is my first time on it.,,F,37,3 days,3/19/2008
2,Pneumonia,"gassy abdomen, loose stools, anxiety, anorexia, feelings of doom and lostness, thought i was dying. It definitely knocked out the pneumonia, but the side effects were not worth it.","I was mostly fine during the 5-day course... it knocked out the pneumonia almost immediately.... I did have some gassy, gurgling in my gut...but on the last day, i had growing anxiety, then two days later, a severe panic attack hit and i was gripped with intense fear that lasted for most of the following three days. Alongside the anxiety, i became totally anorexic. Didn't eat for most of the week. By day 5 post-dosage, i was dehydrated and faint, almost hospitalized. I'm three days out from there, force feeding and herbs have brought back my appetite and the anxiety has subsided. I feel like i will be fine now... slowly coming back to normal... but what a rocky ride! It's validating to know it's the drug and that i wasn't just plain crazy! I will not take this medication again.",F,51,5 days,3/17/2008
5,Bronchitis,Heart Racing feeling of anxiety and jittery. Feeling of uneasiness and panic,After about an hour of taking my first dose I felt my heart racing and a bad feeling of anxiety. It felt like a bad panic attack. I felt flushed. I then just decided to take a nap so I slept for a few hours and woke up as a new person. My symptoms from the Bronchitis were about 75% better and the heart racing and anxiety feeling were gone.,F,35,5 days,3/15/2008
2,pneumonia,Unbearable stomach pain with nausea and sweating.,I have taken Zpacks many times before and been fine. It looks like from everyones posts that the side effects seem to go along with the condition. Everyone who has pneumonia has a really bad experience with it! This pain woke me up out of a dead sleep and had me screaming for my boyfriend to call 911. He looks at the box and sees stomach pain is a big side effect. (So much for the nut below claiming there aren't side effects from Zpack!) Hopeully this doesn't happen again!,F,25,1 days,03/10/2008
3,chlamydia,"Nausea, stomach discomfort, fever, itching within 1 hour of taking a 1 gram dose.",,F,20,1 days,03/03/2008
1,strep throat,Started having the worst headache 8 hrs after the first dose of 500mg. By the time my headache was gone I took another dose and could not get rid of the headache. Spent 14 hrs sleeping on and off with a headache. Also having extreme fatigue. Will not be finishing this med. Will call dr to get another antibiotic on Mon.,,F,47,2 days,3/2/2008Email
3,bronchitus,"heart racing, flushed face","I finished the Z-pack a few days ago. I have been feeling odd lately, and the only thing I can think to attribute it to is the z-pack. I feel jittery but tired at the same time. It's hard to get to sleep but I don't feel very alert either. Hopefully this goes away soon.",M,26,4 days,03/01/2008
3,Bronchitis & Ear Infection,"Diarhea, nausea, and loss of appetite.",,F,25,5 days,2/25/2008
3,Strep Throat,"Severe stomach cramping, migraine, dpression/anxiety","I have used the (Z-pack) in the past, but do not remember the anxiety feeling so present. I have to say though, I am relieved to read that I am not the only having these side effects. I take zoloft for anxiety, so I was worried that it had stopped working until I came to this sight and read that it clearly has this effect on many others. To those who are saying ""Zithromax is great and I don't know what all the fuss is about"": maybe you should understand, what most of us learned in second grade science: EVERYBODY IS MADE DIFFERENTLY! So obviously it will effect different people in different ways..for lack of a better term-Duh!!! To those who are saying ""Maybe you should have read the possible side effects in your pamphlet"": Maybe you should read it too! It says nothing about increase in racing thoughts and/or depression. ALSO every medication we take as human beings come with warnings (that effect a small amount) and when you are miserable with an infection you",F,26,5 days,2/21/2008
3,sinus/upper respiratory,extreme fatigue & feeling cold (Reporting for my 13 year old daughter.),"My daughter had this med. in the fall and had weeks of anxiety which cleared up recently (in the past month or so) - Had stomach flipping/nervous sensations when either worried or happy, even if it was a mild thought it triggered this hyper-anxious reaction. Sometimes had them without any thought or concern triggering them. After reading all these comments, am now putting 2 and 2 together & thinking it was this drug. Today she took the double pill dose at 2 pm and has been knocked out (asleep) since except for briefly when she woke & complained of extreme cold feeling even though fully dressed and wearing super plush/thick bathrobe too- It's currently 9:30 pm. I took her pulse (at the very low end of normal (65) and she didn't wake, which is REALLY unusual, she usually sleeps much more lightly. Am calling the doctor now. I don't think she'll be taking the rest of the med. It's always worked wonders for my infrequent sinus infections (I'm 41 & female - I take the 5 day p",F,13,1 days,2/21/2008
2,Bronchitis,"Diarrhea, hard and fast heart rate, inability sleeping.","My Wife and I both took this mediction and we both experienced our hearts beating very hard and fast at night. I'm usually less malleable by side effect warnings and suggestions from other people's experiences... so when I experienced the same side effects my wife did, I know for certain this medication has some issues. I'm glad I didn't take it today, because my heart is pounding from yesterdays dose. We both lasted 4 days.",M,2,4 days,2/18/2008
2,Cough and Sinus Infection,"Day 1 - No problem. My symptoms seem to clear up overnight.
Day 2 - No problem.
Day 3 - Dizziness, nausea, foggy head, trouble concentrating, anxiety.
Day 4 - Dizziness, nausea, foggy head, trouble concentrating, anxiety.
Day 5 - Didnt take the last pill.","Overall, it seemed to help get rid of my cough and sinus infection, but it came with some pretty severe side effects. I had to leave work on Day 4 and go home to lay down because of the nausea. I'm not sure I would take this medicine again.",M,27,4 days,2/18/2008
2,Flu with Sinus Infection,Ached all over. Stomach upset. Flushed. Heart Palpitations/Anxiety/High Blood Pressure very elevated.,Be very careful taking this medicine. It has LOTS of side effects,F,53,6 days,2/13/2008
1,bronchitis,Very high anxiety started the 2nd day. I stopped the medication. It felt like a nagging unwanted energy akin to bad drug trips I have heard described.,The postings on this sight seem well balanced and well intended. I hope the drug helps you and that you weather any side effects well.,M,52,2 days,2/10/2008Email
3,Bronchitus,"Severe stomach pain, slight nausea and diarhea",THESE SIDE EFFECTS ARE ONLY FROM THE GENERIC KIND. I took the Z pak about a month ago and had NO side effects and it worked beautifully to get rid of the bronchitus. DON'T ACCEPT GENERIC!,F,19,2 days,02/08/2008
4,Strep Throat,"Took the five-day Z-Pak. Diarrhea, but not intolerable. I have an itchy rash, but I had a rash with the strep. I can't tell if the rash is still from strep, or if it's from the Z-Pak. Joint pain in my knees and burning leg muscles. I can't think of what else would cause this, so I'm blaming the Z-Pak. Tonight I take my last dose.","Worked like magic on strep. I think I would ask for an alternative antibiotic in the future, but I'm allergic to Sulpha and Amoxicillian, so I think I'm running out of options.",F,33,5 days,02/05/2008
2,Tonsil infection,Cleared my tonsil issue but has left me with loose bowels for more than 4 months. Seems to have totally killed whatever good bacteria once existed in my bowels. Haven't been successful in rebuilding good bacteria. Looks like a 2nd trip to the MD will be required.,A stronger warning about possible side-effects should be given to patients.,M,47,3 days,2/5/2008Email
1,EAR INFECTION,"HORRIBLE ANXIETY, DOOM, DIAHREA, STOMACH CRAMPS, FELY LIKE I AM IN A FOG, NO APPETITE, GROUCHY ON EDGE, FEEL LIKE I AM DYING",WTF IS WRONG WITH THIS STUFF? WHEN DO THESE FEELINGS END?,F,37,3 days,2/1/2008Email
1,Doctor not sure just wanted me to,"WATERY diarrhea, no appetite, LITERALLY brown watery substance, lots of gas too.","I've had a virus for a month now, and my doc told me to take this 5 day pack 'just to cover our bases' he says!! he's not even told me if I have an infection, but cause I'm sick and not getting better I'm taking it, I'm coughing up yellow mucus, but he said that doesn't mean I have an infection. I never thought I could have such a watery substance come out of my behind! Like clockwork after taking pill two hours pass, then BAM run to the nearest toilet! the first time it happend my husband thought I was throwing up! and everyone knows what that sounds like! HORRIBLE and I don't even know why I'm taking this, I'm calling my doc in the morning for an explanation! Meanwhile I'm going to buy some yogurt to see if it helps!",F,22,2 days,1/31/2008
4,sinus infection,"Started with 1000mg/week taken all at once. Skull-crushing headache for the first 2 days. Physical anxiety symptoms (increased heart rate and blood pressure, palpitations, sweats, cold hands and feet) but not psychological. I feel calm, almost sedated. Feel feverish at times but temperature is normal. Foggy head. Decreased appetite. Increased thirst. Second week I changed to taking 250mg every other day. No more headaches. Still some anxiety and chills but not as bad. No digestive problems but I take probiotics so I think that helps.",I get frequent sinus infections and am usuall prescribed Augmentin. It works but takes 3-4 weeks' worth and symptoms take a week or more to improve. With azithromycin my sinus infection seems to have cleared up within the first few days. Noticeably improved sense of smell and easier breathing through my nose.,F,45,14 days,1/19/2008
4,Pneumonia,"Extreme nausea, vomiting, explosive diarrhea. Stomach cramps.",Did the trick in stopping the pneumonia; was great to breathe full again! But the nausea and vomiting are absolutely horrific. Couldn't eat for five days.,M,44,5 days,1/19/2008
4,sinus infection,"nausea, dizziness, hot flashes","I have taken this many times for sinus infections. It works quickly and effectively cured me every time. However on the 4th and 5th day I get the symptoms of nausea, dizziness, and hot flashes usually in the evenings, severe enough that I nearly pass out.",F,23,5 days,1/14/2008
4,Sinus Infection,"Thirty minutes after taking the first pill I experienced a ""pins and needles"" feeling in my stomach which subsided after about and hour. On days 2 and 3 I also had the ""pins and needles"" feeling after taking the pill. Would have moments where I felt swimmy-headed, but the feeling never lasted long, maybe three minutes at a time. I did have diarrhea several times while I was taking the Z-Pak, but this could have been from something I ate. After completing all 5 days of the Z-Pak I woke up in the middle of the night soaked in a cold sweat. I had to change my clothes and flip my pillows over. I noticed my chest and neck beginning to break out. It is now 5 days since I finished the medication and I have a pimply rash all over my neck and chest which seems to be getting better. Other than that, I feel fine.","The side effects were not a huge deal, but I will let my doctor know about them if I ever need an antibiotic again. There are so many alternatives. I would not want to take Zithromax again, just incase my pains, diarrhea, rash, and swimmy-headed feelings were all caused from taking the Z-Pak.",F,30,5 days,01/12/2008
3,sinus infection,"My son has severe behaviorial reactions after even one dose. He can't sleep, has nightmares and becomes extremely emotional and violent over small things that don't normally bother him.","The first time he used it, I thought he had a sleeping disorder and talked to the doctor. We figured out it was probably the medicine, which she said has a different half-life than other antibiotics, so it would take about 30 days to get out of his system. I marked the calendar and it was exactly that long. A few years later we tried it again, thinking he might have outgrown the reaction, but was affected after just one dose so we quit it.",M,5,1 days,01/10/2008
1,ear infection in 1 year old son,diarrhea-foul smelling and child did not want to be wiped so I assumed it burned. He then went into a developmental regression and diagnosed as being in the autistic spectrum,This antibiotic and those in the same family should not be given to infants,M,42,5 days,01/07/2008
5,Sinus Infection,None - This was a surprise because I have always had side effects with other antibiotics,"This was my first time to take Zithromax. I know everyone is affected differently by medications, but so many things people listed are obviously symptoms of their illness - fatigue, headache, teeth hurting, sinus pressure, etc. It's hard to trust feedback from the many entries blaming everything wrong with them on taking just one or two pills.",F,42,5 days,01/06/2008
2,a bad cold,"diarrhea,terrible headaches, racing thoughts, nausea, muscle spasms, cough","I'm so relieved to read others comments, as I thought I was going nuts on this med! I have M.S. & the side-effects made it so much worse! I won't take the last pill of the Z-pak!",F,55,4 days,01/06/2008
1,possible recurrent sinusitis,"The first day after finishing the five-day course, I became very fatigued, dizzy, had a headache. After 3 days I became extremely sensitive to cold, hands and feet becoming so cold it was painful, cold legs, unwell feeling, constant headache and fatigue. After over 2 weeks I am having trouble falling asleep still. I havent suffered from anxiety in 10 years, but after taking this medicine, I am feeling symptoms of anxiety.","People should try to take the more mild antibiotics first before resorting to more powerful ones such as Zithromax. Bacteria is becoming more resistant so soon we'll all have to take the powerful ones, and some, like me, will feel even worse after taking it than we did before. I will not take this again.",F,44,5 days,01/02/2008
3,sinus infection,This is the second time I've taken it and this time I didn't have any side effects which makes me wonder if the side effects I had before weren't caused by Zithromax. However it seemed to improve the sinus infection it didn't get rid of it - I'm still congested almost 1 month later.,,M,46,5 days,12/19/2007
1,sinus infection,"yellow eyes and skin, bloated stomach, swelled feet and legs, stomach pain. Took the 5 day pack, the side effects started about the sixth day. It is now about the 12th day and still have some side effects left. Has anyone else had this and how many days did it take to get out of your system. Doctor has mentioned taking diuretic, but I'm concerned about taking more medication at this point. Are there any other remedies?",Don't take!,M,45,5 days,12/18/2007
4,Ear - upper respitory infection,"Two days after finishing the Z-pack, painful red lumps appeared on hands, fingers and mouth interior, including tongue. Twenty minutes after taking each dose - I had to RUN to the toilet. Explosive doo-doo ensued. On the last day of the pack, I had an upset stomach for about three hours after clearing my bowels (and that end of the house). Other than the rash, it seems to be working quite well. However, the rash is a sign of an allergic reaction and my doctor banned it for future use on me.","Zithromax is a powerful medicine and works well. Care should be taken to monitor your body's reaction to it. You should expect SOMETHING to happen, like the loose stool, but if unusual stuff crops up, notify your doc as soon as possible. From what I understand (I am NOT an expert or even in healthcare), allergic reactions can pop up days after you finish the medicine - it is still in the bloodstream several days later doing its job.",M,39,6 days,12/17/2007Email
3,URI,GI problems were tolerable...not being able to sleep and having nightmares for 3 days was horrible.,,F,25,3 days,12/07/2007
2,Laryngitis+fever,"Day 1: fine (two pills). Day 2 (after the second dose): experienced nausea and terrible dizziness, to the point where I couldn't walk.","I'll never take it again, and indeed did not finish the whole course. Never done that b/f in my life. I took it b/c I was attending a wedding far, far away and the trip promised to be grueling. It was.
Normally, I have no problem with antibiotics.",F,60,2 days,12/04/2007
4,Strep Throat,"Nausea, strange thoughts/dreams","I am glad you have this website so I can see how other people are reacting. Right now the side effects seem tolerable. I do remember taking this antibiotic years ago and not having any mememorable problems, so maybe it is harder on your body when you are older. Or maybe you just don't relate what is going on in your head to a drug. I took Cipro a few months ago, and had very strange thoughts/anxiety. I am just going to not get sick anymore!!",F,45,3 days,12/02/2007
